boq_name,brand,catalogue_code_dynamic,category,color,countries,default_image,hsn_code,id,is_preferred,item_class,item_name,item_style,item_type,lwhd_metric,sku_id,sku_name,space_tag,specifications,status,sub_category,t_metric,template_id,template_name,theme,unit,us_specifications,images,catalogue_series_dynamic,diameter,dimensions,height,model_3d,length1,width,default_image_mobile,us_dimensions,vendor_brand_dynamic,vendor_catalogue_series_dynamic,thickness,length2,vendor_catalogue_code_dynamic,vendor_dynamic,config,model_no_dynamic,light_temperature_dynamic,product_color_dynamic,type,color_temperature_dynamic,diffuser_type_dynamic,Selling Price
CEILING LIGHTS,ELESTRO,LPS_FM_WF,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/370dcbab-4a58-40e4-9f6c-e5948aecee8a,94036000,90344805-0ef8-415d-8b01-fe49c63eba2f,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-998743,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS LPS_FM_WF ETI LOW PROFILE DISKS 63mm (H) x 190mm (D),,"7.5˝ Flush Mount Ceiling Light with Integrated 2000K Nightlight – White Finish
 
 
 
 Watts: 12W
 
 
 
 Lumens: 800
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"7.5˝ Flush Mount Ceiling Light with Integrated 2000K Nightlight – White Finish
 
 
 
 Watts: 12W
 
 
 
 Lumens: 800
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,190,63mm (H) x 190mm (D),63,,,,,63mm (H) x 190mm (D),ETI,LOW PROFILE DISKS,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,LP_FM_WH,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/d2056d36-bf69-4364-b3b5-3e1f9e7fe58b,94036000,5c375d0f-0400-4f4e-b1b3-00b2384dcd6b,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-586027,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS LP_FM_WH ETI LOWPRO SERIES 43mm (H) x 279mm (D),,"11″LowPro Flushmount with Warm 2000K Night Light – White Finish
 
 
 
 Watts: 14W
 
 
 
 Lumens: 900
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"11″LowPro Flushmount with Warm 2000K Night Light – White Finish
 
 
 
 Watts: 14W
 
 
 
 Lumens: 900
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,279,43mm (H) x 279mm (D),43,,,,,43mm (H) x 279mm (D),ETI,LOWPRO SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,LP_FM_NK,LIGHTING,BRUSHED NICKEL,US,https://s3-dms-prod.flipspaces.app/9c3ab3ec-06ff-423f-9c34-4ef54246f2db,94036000,2882f014-7b98-4b4a-965c-5076f477140c,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-868791,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS LP_FM_NK ETI LOWPRO SERIES 43mm (H) x 279mm (D),,"11″ Lowpro Flushmount with Warm 2000K Night Light – Brushed Nickel Finish
 
 
 
 Watts: 14W
 
 
 
 Lumens: 900
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"11″ Lowpro Flushmount with Warm 2000K Night Light – Brushed Nickel Finish
 
 
 
 Watts: 14W
 
 
 
 Lumens: 900
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,279,43mm (H) x 279mm (D),43,,,,,43mm (H) x 279mm (D),ETI,LOWPRO SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,LP_FM_13,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/6dd77e48-7075-4573-b1e2-e09c34615d7e,94036000,076b2a2e-8977-4d0a-a68e-9febd0566324,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-195278,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS LP_FM_13 ETI LOWPRO SERIES 38mm (H) x 330mm (D),,"13″ LowPro White Decorative Flushmount with Nightlight
 
 
 
 Watts: 16.3W
 
 
 
 Lumens: 1792
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"13″ LowPro White Decorative Flushmount with Nightlight
 
 
 
 Watts: 16.3W
 
 
 
 Lumens: 1792
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,330,38mm (H) x 330mm (D),38,,,,,38mm (H) x 330mm (D),ETI,LOWPRO SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,CT_FM_16,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/ecc70e67-ebbc-47b3-bd0e-f4f42537fac7,94036000,2f964372-fd9a-48ab-aea7-d830377d512f,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-519269,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS CT_FM_16 ETI CENTURY SERIES 87mm (H) x 405mm (D),,"16” Century Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"16” Century Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,405,87mm (H) x 405mm (D),87,,,,,87mm (H) x 405mm (D),ETI,CENTURY SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,CT_FM_14,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/f04e1a77-6dc7-448e-a9b9-78f585dea9dd,94036000,b3540212-6575-40f6-84c3-f26f5ff93672,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-720080,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS CT_FM_14 ETI CENTURY SERIES 83mm (H) x 356mm (D),,"14” Century Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1600 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"14” Century Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1600 
 
 
 
 Lumens Per Watt: up to 86
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,356,83mm (H) x 356mm (D),83,,,,,83mm (H) x 356mm (D),ETI,CENTURY SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,OB_FM_32,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/1969c374-b522-4ed8-bdd3-20bb54d2e7ec,94036000,21362d87-bcbe-491d-bd9b-94db1b9c8824,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-328224,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS OB_FM_32 ETI ORBIT SERIES 824mm (L1) x 460mm (L2) x 460mm (W) x 107mm (H),,"32″ Decorative Orbit Flushmount
 
 
 
 Watts: 41.4W
 
 
 
 Lumens: 3737
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"32″ Decorative Orbit Flushmount
 
 
 
 Watts: 41.4W
 
 
 
 Lumens: 3737
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,,824mm (L1) x 460mm (L2) x 460mm (W) x 107mm (H),107,,824,460,,824mm (L1) x 460mm (L2) x 460mm (W) x 107mm (H),ETI,ORBIT SERIES,,460,,,,,,,,,,
CEILING LIGHTS,ELESTRO,OB_FM_15,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/1d33b7c9-8ba2-4257-9351-4f5b053f7e16,94036000,3fb5d635-0184-4cca-ad1c-2e5b3a39800c,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-493915,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS OB_FM_15 ETI ORBIT SERIES 109mm (H) x 381mm (D),,"15″ Decorative Orbit Flushmount
 
 
 
 Watts: 22.1W
 
 
 
 Lumens: 1684
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"15″ Decorative Orbit Flushmount
 
 
 
 Watts: 22.1W
 
 
 
 Lumens: 1684
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,381,109mm (H) x 381mm (D),109,,,,,109mm (H) x 381mm (D),ETI,ORBIT SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,OB_FM_11,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/b25b007e-fe60-4382-a80e-3e3196510e31,94036000,619afd8d-2188-4cf1-a639-5338a4dd778f,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-666716,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS OB_FM_11 ETI ORBIT SERIES 91mm (H) x 279mm (D),,"11″ Decorative Orbit Flushmount
 
 
 
 Watts: 13.8W
 
 
 
 Lumens: 1066
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"11″ Decorative Orbit Flushmount
 
 
 
 Watts: 13.8W
 
 
 
 Lumens: 1066
 
 
 
 CCT: 3000K/4000K/5000K
 
 
 
 Input Voltage: 120V",,,279,91mm (H) x 279mm (D),91,,,,,91mm (H) x 279mm (D),ETI,ORBIT SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,AS_FM,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/d638a181-a986-475a-9f79-154db8d7ef5a,94036000,d0730880-0f4d-49e6-9957-c053b29448a4,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-637239,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS AS_FM ETI ASTORIA FLUSH MOUNT 108mm (H) x 381mm (D),,"15” Astoria Flush Mount
 
 
 
 Watts: 30W
 
 
 
 Lumens: 2000 
 
 
 
 Lumens Per Watt: up to 74
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"15” Astoria Flush Mount
 
 
 
 Watts: 30W
 
 
 
 Lumens: 2000 
 
 
 
 Lumens Per Watt: up to 74
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,381,108mm (H) x 381mm (D),108,,,,,108mm (H) x 381mm (D),ETI,ASTORIA FLUSH MOUNT,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,PS_FM_15,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/eaae8d5d-8cf9-4ba3-ab37-3a98fe8cd226,94036000,f62d0b09-9d83-46c8-86cd-299322e63d9a,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-925326,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS PS_FM_15 ETI PIVOT SERIES 48mm (H) x 385mm (D),,"15” Pivot Flush Mount
 
 
 
 Watts: 30W
 
 
 
 Lumens: 2400 
 
 
 
 Lumens Per Watt: up to 93
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"15” Pivot Flush Mount
 
 
 
 Watts: 30W
 
 
 
 Lumens: 2400 
 
 
 
 Lumens Per Watt: up to 93
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,385,48mm (H) x 385mm (D),48,,,,,48mm (H) x 385mm (D),ETI,PIVOT SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,PS_FM_13,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/5ba38522-a2a8-407d-b0cc-4744a84527b7,94036000,38af717e-7122-4b78-80ae-3d10ad40e4d6,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-765733,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS PS_FM_13 ETI PIVOT SERIES 45mm (H) x 330mm (D),,"13” Pivot Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 87
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"13” Pivot Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 87
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,330,45mm (H) x 330mm (D),45,,,,,45mm (H) x 330mm (D),ETI,PIVOT SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,PS_FM_11,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/3a32af2c-275d-4452-adcf-fb934d92a60c,94036000,8bfa5b20-f8e5-43fa-bc6c-658f82553065,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-957610,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS PS_FM_11 ETI PIVOT SERIES 40mm (H) x 280mm (D),,"11” Pivot Flush Mount
 
 
 
 Watts: 14W
 
 
 
 Lumens: 1100 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"11” Pivot Flush Mount
 
 
 
 Watts: 14W
 
 
 
 Lumens: 1100 
 
 
 
 Lumens Per Watt: up to 91
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,280,40mm (H) x 280mm (D),40,,,,,40mm (H) x 280mm (D),ETI,PIVOT SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,ES_FM_WF,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/b2e1a9c3-c53b-49e0-b1eb-319bee62f8d7,94036000,e96e880b-2927-4f72-8e2b-1de5ff465755,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-959379,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS ES_FM_WF ETI ESTELLE SERIES 108mm (H) x 381mm (D),,"15” Estelle Flush Mount, White Finish with Gold Trim
 
 
 
 Watts: 30W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 73
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"15” Estelle Flush Mount, White Finish with Gold Trim
 
 
 
 Watts: 30W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 73
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,381,108mm (H) x 381mm (D),108,,,,,108mm (H) x 381mm (D),ETI,ESTELLE SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,ES_FM_BF,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/5280ebea-8411-4e26-ad4d-d7d067ea47b4,94036000,0d464074-0238-4a85-86e9-fcc0f95d8594,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-782510,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS ES_FM_BF ETI ESTELLE SERIES 108mm (H) x 381mm (D),,"15” Estelle Flush Mount, Black Finish with Gold Trim
 
 
 
 Watts: 30W
 
 
 
 Lumens: 1600 
 
 
 
 Lumens Per Watt: up to 58
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"15” Estelle Flush Mount, Black Finish with Gold Trim
 
 
 
 Watts: 30W
 
 
 
 Lumens: 1600 
 
 
 
 Lumens Per Watt: up to 58
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,381,108mm (H) x 381mm (D),108,,,,,108mm (H) x 381mm (D),ETI,ESTELLE SERIES,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,MW_FM,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/76fd229a-f480-464c-94a2-2c8948f99823,94036000,688b1953-71de-4a03-b6d6-989f328292cd,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-242012,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS MW_FM ETI MIDWEST FLUSH MOUNT 50mm (H) x 334mm (D),,"13” Midwest Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"13” Midwest Flush Mount
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 88
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,334,50mm (H) x 334mm (D),50,,,,,50mm (H) x 334mm (D),ETI,MIDWEST FLUSH MOUNT,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,GA_FM_BN,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/9493a835-efb3-4f83-abb2-e71ea5c27b5d,94036000,722db09e-7815-4795-9701-f1585d793d6d,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-503894,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS GA_FM_BN ETI GATSBY 50mm (H) x 332mm (D),,"13” Gatsby Flush Mount Black Finish with Brushed Nickel Trim
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 95
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"13” Gatsby Flush Mount Black Finish with Brushed Nickel Trim
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 95
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,332,50mm (H) x 332mm (D),50,,,,,50mm (H) x 332mm (D),ETI,GATSBY,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,GA_FM_GT,LIGHTING,WHITE,US,https://s3-dms-prod.flipspaces.app/6ca1e3e4-282c-4812-a6c9-e521bfd99449,94036000,e82b7984-13d7-4d73-9a6d-e3d75da67ad2,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-408966,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS GA_FM_GT ETI GATSBY 50mm (H) x 332mm (D),,"13” Gatsby Flush Mount White Finish with Gold Trim
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 87
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"13” Gatsby Flush Mount White Finish with Gold Trim
 
 
 
 Watts: 22W
 
 
 
 Lumens: 1800 
 
 
 
 Lumens Per Watt: up to 87
 
 
 
 CCT: 3000K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,332,50mm (H) x 332mm (D),50,,,,,50mm (H) x 332mm (D),ETI,GATSBY,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,KO_FM_TS,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/77d814f0-3794-4692-9135-5e3d21f977db,94036000,e9618550-9ce7-4875-b1e2-a48103a51a45,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-967733,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS KO_FM_TS ETI KOA 62mm (H) x 357mm (D),,"14” KOA Flush Mount, Tapered Style
 
 
 
 Watts: 20W
 
 
 
 Lumens: 1400 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 2700K|3000K|3500K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"14” KOA Flush Mount, Tapered Style
 
 
 
 Watts: 20W
 
 
 
 Lumens: 1400 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 2700K|3000K|3500K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,357,62mm (H) x 357mm (D),62,,,,,62mm (H) x 357mm (D),ETI,KOA,,,,,,,,,,,,
CEILING LIGHTS,ELESTRO,KO_FM_DS,LIGHTING,BLACK,US,https://s3-dms-prod.flipspaces.app/9362e1ef-1d36-4826-bc10-cc812ee131e9,94036000,db2ab824-9139-42eb-8ec4-6f9b66ffb612,TRUE,P1,CEILING LIGHTS,,product,mm,P-LIG-DEC-CEI-193295,LIGHTING DECORATIVE LIGHTS CEILING LIGHTS ELESTRO CEILING LIGHTS KO_FM_DS ETI KOA 61mm (H) x 350mm (D),,"14” KOA Flush Mount, Drum Style
 
 
 
 Watts: 20W
 
 
 
 Lumens: 1400 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 2700K|3000K|3500K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"14” KOA Flush Mount, Drum Style
 
 
 
 Watts: 20W
 
 
 
 Lumens: 1400 
 
 
 
 Lumens Per Watt: up to 82
 
 
 
 CCT: 2700K|3000K|3500K|4000K|5000K
 
 
 
 Input Voltage: 120V, 60Hz",,,350,61mm (H) x 350mm (D),61,,,,,61mm (H) x 350mm (D),ETI,KOA,,,,,,,,,,,,
WALL SCONCE,ELESTRO,PT_LW28_168,LIGHTING,GREY,US,https://s3-dms-prod.flipspaces.app/c0027c36-af0b-4d26-a4c1-1e5a140fbbb9,94051020,76b8490d-557b-4d61-a3f7-2171c444756d,TRUE,P1,WALL SCONCE,,product,mm,P-LIG-DEC-WAL-776613,LIGHTING DECORATIVE LIGHTS WALL SCONCE ELESTRO WALL SCONCE PT_LW28_168 LWA328-GR LED WALL LIGHTS 105mm (L) x 45mm (W) x 16mm (D),,"Casing: Aluminum /Grey Painting
 
  
 
  
 
  
 
  
 
  
 
  Lamping: Led 2W / Ra>80 /140Lm
 
  
 
  
 
  
 
  
 
  
 
  Beam: 30 Degree /2700K/3000K/4000K/6000K
 
  
 
  
 
  
 
  
 
  
 
  Lamp Input: Dc 12V/Parallel Connection Max 150Pcs",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Casing: Aluminum /Grey Painting
 
  
 
  
 
  
 
  
 
  
 
  Lamping: Led 2W / Ra>80 /140Lm
 
  
 
  
 
  
 
  
 
  
 
  Beam: 30 Degree /2700K/3000K/4000K/6000K
 
  
 
  
 
  
 
  
 
  
 
  Lamp Input: Dc 12V/Parallel Connection Max 150Pcs",https://s3-dms-prod.flipspaces.app/e1cd9834-f443-4a66-883a-b9d0c73cf656,,16,105mm (L) x 45mm (W) x 16mm (D),,,105,45,,105mm (L) x 45mm (W) x 16mm (D),,LED WALL LIGHTS,,,LWA328-GR,,,,,,,,,
